WeekOfMonth,Make,AccidentArea,DayOfWeekClaimed,WeekOfMonthClaimed,Sex,MaritalStatus,Age,Fault,PolicyType,VehicleCategory,VehiclePrice,FraudFound_P,PolicyNumber,Deductible,Days_Policy_Accident,Days_Policy_Claim,PastNumberOfClaims,AgeOfVehicle,AgeOfPolicyHolder,PoliceReportFiled,WitnessPresent,AgentType,NumberOfSuppliments,AddressChange_Claim,NumberOfCars,BasePolicy
3,9,1,7,3,0,2,23.0,0,2,1,0,0,243,400,3,2,2,3,3,0,0,0,0,3,0,2
4,6,1,5,3,1,2,16.5,0,1,0,5,0,244,400,3,2,3,7,0,0,0,0,3,3,0,1
3,13,1,2,4,1,2,31.0,1,1,0,4,0,245,400,3,2,0,4,4,0,0,0,1,3,0,1
4,6,1,6,1,1,2,16.5,1,1,0,5,0,246,400,3,2,3,7,0,0,0,0,3,3,0,1
3,5,1,6,5,1,1,42.0,0,0,0,4,0,247,400,3,2,0,5,5,0,0,0,1,3,2,0
3,0,0,1,3,1,1,42.0,0,2,1,1,0,248,400,3,2,1,5,5,0,0,0,3,3,0,2
3,17,1,2,3,1,2,32.0,0,1,0,0,0,249,700,3,2,0,5,4,0,0,0,3,3,0,1
2,0,1,5,2,1,1,51.0,0,1,0,0,0,250,400,3,2,1,6,6,0,0,0,3,3,0,1
3,6,1,6,3,1,2,19.0,1,4,1,5,0,251,400,3,2,1,1,2,0,0,0,3,3,0,1
3,13,1,6,4,1,1,26.0,0,0,0,0,0,252,400,3,2,1,5,4,0,0,0,3,3,0,0
3,13,1,2,4,1,2,29.0,0,1,0,0,0,253,400,3,2,0,3,4,0,0,0,3,2,1,1
3,13,1,5,3,1,1,29.0,0,2,1,1,0,254,400,3,2,1,4,4,0,0,0,3,3,0,2
5,9,1,6,1,1,1,29.0,1,4,1,5,0,255,400,3,2,1,5,4,0,0,0,2,3,0,1
5,13,1,2,1,1,2,44.0,0,2,1,0,0,256,500,3,2,0,6,5,0,0,0,2,1,0,2
5,18,1,7,1,1,1,49.0,0,1,0,5,0,257,400,3,2,0,6,6,0,0,0,2,3,0,1
5,17,1,6,1,0,1,47.0,0,1,0,0,0,258,400,3,2,1,5,6,0,0,0,3,3,0,1
3,9,1,5,3,1,1,50.0,0,1,0,0,0,259,400,3,2,0,5,6,0,0,0,2,3,0,1
5,13,1,6,5,1,1,50.0,0,2,1,1,0,260,400,3,2,1,6,6,0,0,0,2,3,0,2
1,13,1,1,1,1,1,44.0,0,1,0,0,0,261,400,3,2,3,6,5,0,0,0,3,3,0,1
2,0,1,2,2,1,1,42.0,1,0,0,0,0,262,400,3,2,3,5,5,0,0,0,3,3,0,0
5,13,1,1,5,1,1,49.0,0,1,0,1,0,263,400,3,2,0,6,6,0,0,0,0,3,0,1
1,17,1,6,1,1,1,34.0,1,1,0,0,0,264,400,3,2,1,4,4,0,0,0,0,3,0,1
4,13,1,2,5,0,1,51.0,0,2,1,0,0,265,400,3,2,0,5,6,0,0,0,3,3,0,2
4,18,1,2,1,1,1,26.0,1,1,0,5,0,266,400,3,2,0,3,4,0,0,0,3,3,0,1
1,13,1,3,2,1,1,39.0,0,2,1,0,0,267,400,3,2,1,5,5,0,0,0,3,3,0,2
2,2,1,6,2,0,1,30.0,1,0,0,5,0,268,400,3,2,0,4,4,0,0,0,1,3,0,0
2,6,1,2,3,1,2,16.5,0,0,0,5,0,269,400,3,2,0,7,0,0,0,0,3,3,0,0
1,6,1,2,2,1,1,47.0,0,2,1,0,0,270,400,3,2,0,6,6,0,0,0,1,3,0,2
2,2,1,7,2,0,1,33.0,0,2,1,0,0,271,400,3,2,1,1,4,0,0,0,1,3,0,2
2,13,1,2,2,1,2,31.0,0,1,0,0,0,272,400,3,2,3,4,4,0,0,0,2,3,0,1
2,17,0,2,2,1,1,50.0,0,1,0,0,0,273,400,3,2,3,6,6,0,0,0,0,3,0,1
2,2,1,7,3,1,1,78.0,0,1,0,0,0,274,400,3,2,0,6,8,0,0,0,2,0,1,1
2,6,1,1,3,1,1,41.0,0,2,1,1,0,275,400,3,2,3,5,5,0,0,0,3,3,0,2
1,6,1,1,3,1,2,39.0,0,4,1,5,0,276,400,3,2,3,5,5,0,0,0,1,3,0,1
1,17,1,2,2,1,1,33.0,0,0,0,4,0,277,400,3,2,0,5,4,0,0,0,3,3,0,0
1,6,1,6,2,1,2,16.5,0,2,1,5,0,278,400,3,2,1,7,0,0,0,0,3,3,0,2
2,13,1,2,4,0,1,48.0,0,0,0,0,0,279,400,3,2,1,5,6,0,0,0,1,3,0,0
3,6,1,2,1,1,2,16.5,0,2,1,5,0,280,400,3,2,0,7,0,0,0,0,3,3,0,2
2,6,1,7,1,1,2,16.5,0,0,0,5,0,281,400,3,2,3,7,0,0,0,0,3,3,0,0
4,13,1,1,4,1,1,30.0,0,2,1,0,0,282,400,3,2,2,5,4,0,0,0,0,3,0,2
3,6,1,7,2,1,2,16.5,0,0,0,5,0,283,400,3,2,3,7,0,0,0,0,3,3,0,0
4,13,1,5,2,1,1,38.0,0,2,1,0,0,284,400,3,2,0,5,5,0,0,0,0,3,0,2
5,17,1,6,2,1,1,28.0,0,0,0,4,0,285,400,3,2,0,5,4,0,0,0,2,3,0,0
5,6,1,6,1,1,1,33.0,0,0,0,4,0,286,400,3,2,3,4,4,0,0,0,0,3,0,0
1,9,1,2,1,0,2,38.0,0,2,1,1,0,287,400,3,2,1,6,5,0,0,0,1,3,0,2
1,6,1,1,2,1,2,16.5,0,2,1,5,0,288,400,3,2,1,7,0,0,0,0,3,3,2,2
1,13,1,6,1,1,1,31.0,0,1,0,1,0,289,400,3,2,2,5,4,0,0,0,1,3,0,1
1,2,1,1,2,1,1,36.0,0,2,1,1,0,290,400,3,2,2,5,5,0,0,0,2,3,0,2
1,13,1,5,2,1,1,27.0,1,2,1,1,0,291,400,3,2,3,5,4,0,0,0,1,3,0,2
2,17,1,7,2,0,1,60.0,0,0,0,4,0,292,400,3,2,1,6,7,0,0,0,1,3,0,0
2,6,0,6,2,1,1,72.0,1,0,0,0,0,293,400,3,2,3,5,8,0,0,0,3,3,0,0
2,5,1,7,2,1,1,44.0,0,2,1,3,0,294,400,3,2,2,6,5,0,0,0,3,3,0,2
3,6,1,2,3,1,2,16.5,0,2,1,5,0,295,400,3,2,1,7,0,0,0,0,3,2,1,2
1,13,1,7,4,0,2,77.0,0,0,0,4,0,296,400,3,2,3,4,8,0,0,0,3,3,0,0
3,6,1,2,4,1,2,40.0,1,2,1,0,0,297,400,3,2,0,5,5,0,0,0,3,3,0,2
5,13,1,7,1,1,2,43.0,0,1,0,2,1,298,400,3,2,1,5,5,0,0,0,2,3,0,1
3,6,1,2,4,1,1,33.0,1,1,0,1,0,299,400,3,2,0,4,4,0,0,0,3,3,0,1
1,2,1,7,2,1,1,36.0,1,0,0,0,0,300,400,3,2,0,5,5,0,0,0,1,3,0,0
5,13,1,2,3,1,2,21.0,1,1,0,0,0,301,400,3,2,1,1,3,0,0,0,3,3,0,1
5,6,1,6,1,0,2,21.0,0,1,0,0,0,302,400,3,2,1,3,3,0,0,0,3,3,0,1
3,13,1,2,5,1,2,33.0,1,1,0,1,0,303,400,3,2,1,4,4,0,0,0,0,3,0,1
1,13,1,2,3,1,1,75.0,0,0,0,5,0,304,400,3,2,1,5,8,0,0,0,0,3,0,0
2,17,0,2,2,1,2,34.0,0,0,0,0,0,305,400,3,2,1,5,4,0,0,0,1,3,0,0
4,18,1,2,5,1,2,31.0,0,0,0,5,0,306,400,3,2,1,3,4,0,0,0,1,3,0,0
1,6,1,6,1,1,1,31.0,0,2,1,0,0,307,500,3,2,1,4,4,0,0,0,3,1,0,2
1,13,0,2,1,1,1,47.0,0,2,1,0,0,308,400,3,2,2,4,6,0,0,0,1,3,0,2
5,13,0,6,2,1,1,46.0,0,0,0,4,1,309,400,3,2,3,6,6,0,0,0,3,4,0,0
5,6,1,6,1,1,2,16.5,0,0,0,5,1,310,400,3,2,0,7,0,0,0,0,3,3,0,0
1,6,1,2,1,1,1,35.0,0,2,1,0,0,311,400,3,2,1,4,4,0,0,0,3,3,0,2
1,13,1,1,2,1,1,31.0,0,1,0,0,0,312,400,3,2,3,5,4,0,0,0,1,3,0,1
2,11,1,1,2,0,2,33.0,0,2,1,0,0,313,400,3,2,2,4,4,0,0,0,2,3,0,2
1,6,1,5,2,1,2,35.0,0,1,0,1,0,314,400,3,2,3,5,4,0,0,0,1,3,0,1
5,13,0,6,1,0,1,45.0,1,2,1,0,0,315,400,3,2,0,5,5,0,0,0,3,3,0,2
5,6,1,2,2,1,2,16.5,0,6,2,5,1,316,400,3,2,0,7,0,0,0,0,3,2,1,0
4,0,1,2,2,1,2,50.0,0,6,2,5,0,317,400,3,2,3,6,6,0,0,0,2,3,0,0
1,6,1,7,1,1,2,16.5,0,1,0,5,1,318,400,3,2,0,7,0,0,0,0,3,3,0,1
4,13,1,5,4,1,1,42.0,0,1,0,0,0,319,400,3,2,3,5,5,0,0,0,3,3,0,1
4,9,1,2,4,0,2,32.0,0,2,1,0,0,320,400,3,2,1,3,4,0,0,0,3,3,0,2
3,5,1,5,3,1,1,49.0,1,1,0,5,0,321,400,3,2,2,6,6,0,0,0,2,3,0,1
1,16,1,2,1,1,1,53.0,0,0,0,0,0,322,400,3,2,3,5,6,0,0,0,2,3,0,0
3,2,1,5,3,1,1,32.0,0,1,0,0,0,323,400,3,2,3,5,4,0,0,0,1,3,0,1
2,6,1,7,4,1,1,52.0,0,0,0,0,0,324,400,3,2,3,6,6,0,0,0,3,3,0,0
2,6,1,5,4,1,1,41.0,1,0,0,0,0,325,400,3,2,1,5,5,0,0,0,3,3,0,0
2,9,1,6,2,0,2,36.0,0,2,1,1,0,326,400,3,2,1,5,5,0,0,0,2,3,0,2
2,6,0,6,3,0,1,46.0,0,1,0,1,0,327,400,3,2,3,5,6,0,0,0,1,3,0,1
3,6,1,1,3,1,1,32.0,1,1,0,1,0,328,400,3,2,2,5,4,0,0,0,2,3,0,1
1,17,1,6,2,1,1,32.0,0,1,0,1,0,329,400,3,2,1,4,4,0,0,0,0,3,2,1
3,2,1,1,3,1,1,31.0,1,0,0,0,0,330,400,3,2,0,4,4,0,0,0,0,3,0,0
1,17,1,2,1,1,1,43.0,0,2,1,1,0,331,400,3,2,1,5,5,0,0,0,3,3,0,2
1,13,1,6,2,0,1,30.0,0,1,0,0,0,332,400,3,2,1,4,4,0,0,0,3,3,0,1
4,17,1,5,4,1,1,60.0,0,1,0,0,0,333,400,3,2,1,6,7,0,0,0,3,3,0,1
4,18,1,1,4,1,2,55.0,0,0,0,5,0,334,400,3,2,3,6,6,0,0,0,3,3,0,0
5,6,1,5,5,1,1,27.0,0,1,0,1,0,335,400,3,2,2,5,4,0,0,0,2,3,0,1
4,17,1,2,5,0,1,29.0,0,1,0,0,0,336,400,3,2,3,5,4,0,0,0,1,3,0,1
2,6,1,7,3,1,2,25.0,0,4,1,5,0,337,400,3,2,3,4,3,0,0,0,2,2,1,1
3,17,1,2,3,1,1,38.0,0,2,1,5,0,338,400,3,2,3,5,5,0,0,0,3,3,0,2
3,17,1,6,4,1,1,26.0,0,1,0,1,0,339,400,3,2,3,4,4,0,0,0,3,3,0,1
4,13,1,6,1,1,1,56.0,0,0,0,4,0,340,400,3,2,0,6,7,0,0,0,0,3,0,0
4,13,1,1,4,1,1,47.0,1,1,0,5,0,341,400,3,2,1,6,6,0,0,0,2,3,0,1
4,17,1,6,2,1,1,29.0,0,1,0,1,0,342,700,3,2,3,5,4,0,0,0,3,3,0,1
2,6,1,6,2,1,2,31.0,0,2,1,0,0,343,400,3,2,0,3,4,0,0,0,0,3,0,2
4,6,1,1,4,1,1,46.0,1,2,1,0,0,344,400,3,2,1,5,6,0,0,0,3,3,0,2
4,2,1,7,4,1,1,60.0,0,0,0,0,0,345,400,3,2,0,6,7,0,0,0,1,3,0,0
3,13,1,5,4,1,2,30.0,0,1,0,0,0,346,400,3,2,0,4,4,0,0,0,2,3,0,1
5,5,0,5,1,1,1,51.0,0,0,0,2,0,347,400,3,2,0,6,6,0,0,0,2,3,0,0
3,2,0,7,4,1,1,80.0,0,0,0,1,0,348,400,3,2,3,6,8,0,0,0,2,3,0,0
3,6,1,5,4,1,2,16.5,0,0,0,5,0,349,400,3,2,0,7,0,0,0,0,3,3,0,0
1,18,1,1,2,1,1,52.0,0,0,0,5,0,350,400,3,2,0,6,6,0,0,0,3,3,0,0
1,17,1,1,1,1,1,36.0,0,2,1,0,0,351,400,3,2,1,4,5,0,0,0,3,3,0,2
5,6,1,7,1,1,1,67.0,1,0,0,0,0,352,400,3,2,1,5,8,0,0,0,0,3,0,0
1,13,1,7,2,0,2,58.0,0,2,1,0,0,353,400,3,2,1,5,7,0,0,0,3,3,0,2
2,17,1,2,2,0,2,31.0,0,1,0,0,0,354,400,3,2,0,4,4,0,0,0,0,3,0,1
2,2,1,6,2,1,1,50.0,1,0,0,0,0,355,400,3,2,1,6,6,0,0,0,2,3,0,0
2,13,1,2,3,1,1,50.0,1,0,0,1,0,356,400,3,2,0,6,6,0,0,0,3,3,0,0
2,2,1,7,2,0,1,55.0,0,2,1,0,0,357,400,3,2,3,6,6,0,0,1,2,3,0,2
1,17,0,4,1,1,1,36.0,0,0,0,4,0,358,500,3,2,0,5,5,0,0,0,0,1,1,0
1,18,1,7,1,1,2,31.0,0,1,0,5,0,359,400,3,2,3,4,4,0,0,0,3,3,0,1
1,6,1,5,2,1,2,23.0,0,1,0,0,0,360,400,3,2,0,3,3,0,0,0,2,3,0,1
1,9,1,6,1,1,1,34.0,1,1,0,0,0,361,400,3,2,3,5,4,0,0,0,3,3,0,1
3,13,1,2,3,1,1,30.0,0,1,0,1,0,362,400,3,2,3,4,4,0,0,0,1,3,0,1
2,17,0,1,2,0,1,45.0,1,1,0,0,0,363,400,3,2,1,4,5,0,0,0,3,3,0,1
3,13,1,2,1,1,1,37.0,0,6,2,5,0,364,400,3,2,1,6,5,0,0,0,0,3,0,0
3,17,1,7,5,0,1,35.0,1,2,1,5,0,365,400,3,2,3,5,4,0,0,0,2,0,0,2
1,2,1,2,2,1,1,30.0,0,6,2,5,0,366,400,3,2,1,3,4,0,0,0,3,3,0,0
1,13,1,7,1,1,1,50.0,0,0,0,0,1,367,400,3,2,3,5,6,0,0,0,3,4,0,0
5,6,1,7,3,1,1,47.0,1,1,0,0,0,368,400,3,2,0,6,6,0,0,0,0,3,0,1
3,6,1,1,3,0,2,26.0,1,0,0,4,0,369,400,3,2,3,3,4,0,0,0,1,3,0,0
2,6,1,5,3,1,1,59.0,0,1,0,0,0,370,400,3,2,0,6,7,0,0,0,2,3,2,1
5,9,1,7,1,1,1,26.0,0,2,1,1,0,371,400,3,2,1,4,4,0,0,0,3,3,0,2
4,17,1,1,2,1,1,51.0,0,1,0,0,0,372,400,3,2,1,6,6,0,0,0,2,3,0,1
2,2,0,7,3,1,1,42.0,0,1,0,1,0,373,700,3,2,3,5,5,0,0,0,0,3,0,1
4,9,1,1,4,1,1,37.0,1,2,1,0,0,374,400,3,2,0,5,5,0,0,0,1,3,0,2
3,6,1,2,3,1,2,31.0,0,0,0,5,0,375,400,3,2,3,4,4,0,0,0,2,3,0,0
3,6,1,2,4,0,2,31.0,0,0,0,0,0,376,400,3,2,3,2,4,0,0,0,3,3,0,0
2,9,1,2,2,1,2,35.0,0,0,0,0,0,377,400,3,2,3,4,4,0,0,0,2,3,0,0
2,17,1,7,5,0,2,28.0,0,2,1,0,0,378,400,3,2,1,4,4,0,0,0,0,3,0,2
1,2,1,6,1,1,1,26.0,0,2,1,2,0,379,400,3,2,1,5,4,0,0,0,3,2,1,2
3,6,1,5,3,1,1,31.0,0,2,1,1,0,380,400,3,2,0,4,4,0,0,0,2,3,0,2
1,5,1,2,2,1,1,61.0,0,1,0,2,1,381,400,3,2,1,6,7,0,0,0,1,3,0,1
3,6,1,1,4,0,2,35.0,1,2,1,0,0,382,400,3,2,1,3,4,0,0,0,3,3,0,2
1,2,1,2,1,0,2,31.0,0,1,0,0,0,383,400,3,2,1,2,4,0,0,0,0,3,0,1
5,18,1,1,5,1,1,69.0,1,0,0,3,0,384,400,3,2,3,6,8,0,0,0,3,3,0,0
5,6,1,2,2,1,1,40.0,0,0,0,4,0,385,400,0,2,3,5,5,0,0,0,1,3,0,0
1,6,1,7,4,1,2,28.0,0,0,0,5,1,386,400,3,2,3,7,4,0,0,0,3,3,0,0
1,18,1,7,4,1,1,44.0,1,0,0,3,0,387,400,3,2,0,5,5,0,0,0,3,3,0,0
4,17,1,2,4,1,1,77.0,0,1,0,5,0,388,400,3,2,3,6,8,0,0,0,2,3,0,1
1,6,1,6,1,1,2,16.5,0,2,1,5,0,389,400,3,2,1,7,0,0,0,0,3,3,0,2
4,13,1,2,4,1,2,29.0,0,2,1,1,0,390,400,3,2,1,5,4,0,0,0,0,3,0,2
5,2,1,3,1,1,1,53.0,1,2,1,3,0,391,400,3,2,1,5,6,0,0,0,1,3,0,2
1,5,0,2,2,1,2,29.0,1,2,1,0,0,392,400,3,2,1,4,4,0,0,1,0,3,0,2
3,2,1,6,4,1,2,25.0,0,1,0,0,0,393,400,3,2,3,2,3,0,0,0,3,3,0,1
2,2,1,1,2,1,2,22.0,1,0,0,0,0,394,400,3,2,1,2,3,0,0,0,3,3,0,0
3,9,1,5,4,1,2,28.0,0,1,0,0,0,395,400,3,2,0,4,4,0,0,0,0,3,0,1
4,6,1,7,4,1,2,22.0,1,1,0,0,0,396,400,3,2,0,3,3,0,0,0,3,3,0,1
2,13,1,1,2,1,1,34.0,1,2,1,0,0,397,400,3,2,1,4,4,0,0,0,2,3,0,2
2,17,1,5,2,1,1,30.0,0,2,1,0,0,398,400,3,2,3,5,4,0,0,0,3,3,0,2
1,6,1,1,1,1,1,59.0,1,0,0,0,0,399,400,3,2,0,6,7,0,0,0,2,3,0,0
1,9,1,7,2,1,1,46.0,0,2,1,0,0,400,400,3,2,2,5,6,0,0,0,3,2,1,2
1,6,1,2,2,0,1,39.0,0,1,0,2,0,401,400,3,2,3,5,5,0,0,0,3,3,0,1
1,13,1,5,1,1,2,34.0,0,2,1,1,0,402,400,3,2,2,5,4,0,0,0,3,3,0,2
1,18,1,6,3,1,1,52.0,1,0,0,5,0,403,400,3,2,3,6,6,0,0,0,3,3,0,0
3,6,0,1,3,1,1,47.0,0,0,0,0,0,404,700,3,2,3,6,6,0,0,0,0,3,0,0
1,9,1,2,1,0,2,26.0,0,1,0,1,0,405,400,3,2,3,4,4,0,0,0,1,3,0,1
1,0,1,2,3,1,1,54.0,0,0,0,5,1,406,400,3,2,2,6,6,0,0,0,1,3,0,0
1,2,1,5,1,1,1,32.0,0,2,1,5,0,407,400,3,2,2,4,4,0,0,0,0,3,0,2
3,13,1,2,5,1,1,28.0,0,1,0,0,0,408,400,3,2,2,4,4,1,0,0,3,3,0,1
2,13,1,6,3,0,1,29.0,1,1,0,1,1,409,500,3,2,1,4,4,0,0,0,3,1,0,1
4,13,1,2,4,1,1,27.0,0,2,1,0,0,410,400,3,2,1,4,4,0,0,0,3,3,0,2
3,13,1,1,2,1,2,36.0,0,2,1,0,0,411,400,3,2,2,5,5,0,0,0,2,3,2,2
4,9,0,7,2,1,1,49.0,0,6,2,5,0,412,400,3,2,0,5,6,0,0,0,0,3,0,0
2,13,1,1,2,0,1,33.0,0,0,0,4,0,413,400,3,2,3,4,4,0,0,0,3,3,0,0
2,17,1,5,3,1,1,60.0,0,1,0,0,0,414,400,3,2,3,5,7,0,0,0,1,3,0,1
2,9,1,7,3,1,1,34.0,1,0,0,0,0,415,400,3,2,0,4,4,0,0,0,0,3,0,0
3,13,1,1,4,1,1,32.0,0,1,0,0,0,416,400,3,2,1,4,4,0,0,0,1,3,0,1
3,6,1,6,3,1,2,45.0,1,4,1,5,0,417,400,3,2,0,3,5,0,0,0,3,3,0,1
1,5,1,6,1,1,1,46.0,0,1,0,2,0,418,400,3,2,1,6,6,0,0,0,3,3,0,1
1,17,1,7,4,1,2,38.0,0,1,0,0,0,419,400,3,2,0,3,5,0,0,0,1,3,0,1
3,13,1,2,3,0,2,33.0,0,2,1,0,0,420,400,3,2,1,3,4,0,0,0,3,3,0,2
4,2,1,7,1,0,1,44.0,0,1,0,0,0,421,400,3,2,3,6,5,0,0,0,3,2,1,1
1,2,1,5,4,1,1,80.0,0,7,2,5,0,422,400,3,2,0,6,8,0,0,0,3,3,0,1
4,13,1,1,4,1,1,44.0,1,0,0,0,0,423,400,3,2,0,4,5,0,0,0,3,3,0,0
5,17,1,6,5,1,1,33.0,0,1,0,0,0,424,400,3,2,1,4,4,0,0,0,3,3,0,1
4,6,1,2,1,1,2,29.0,1,0,0,1,0,425,400,3,2,0,4,4,0,0,0,3,3,0,0
2,5,1,6,3,1,1,47.0,0,1,0,1,0,426,400,3,2,1,6,6,0,0,0,2,3,0,1
2,17,1,1,2,1,1,51.0,1,1,0,4,0,427,400,3,2,0,6,6,1,0,0,2,3,0,1
1,6,1,2,3,1,1,43.0,0,2,1,0,0,428,400,3,2,0,5,5,0,0,0,1,3,0,2
4,17,1,1,1,0,2,29.0,0,0,0,4,0,429,400,3,2,3,4,4,0,0,0,0,3,4,0
4,13,1,7,5,1,2,28.0,0,2,1,0,0,430,400,3,2,1,4,4,0,0,0,1,3,0,2
1,2,1,6,2,1,1,48.0,0,1,0,0,0,431,400,3,2,3,6,6,0,0,0,1,3,0,1
4,11,0,2,2,1,1,41.0,0,1,0,5,0,432,400,3,2,1,1,5,0,0,0,0,3,0,1
3,17,0,7,4,1,1,28.0,0,2,1,1,0,433,400,3,2,2,5,4,0,0,0,2,3,0,2
3,17,0,7,2,1,1,50.0,0,1,0,0,0,434,400,3,2,3,6,6,0,0,0,3,3,0,1
3,6,1,6,3,1,2,16.5,0,2,1,5,0,435,400,3,2,1,7,0,0,0,0,3,3,0,2
3,13,0,6,1,1,1,46.0,0,0,0,1,0,436,400,3,2,1,6,6,0,0,0,3,3,0,0
3,13,1,5,4,1,1,45.0,0,0,0,1,0,437,400,3,2,1,5,5,0,0,0,1,3,0,0
3,2,1,5,3,1,1,65.0,0,0,0,1,0,438,400,3,2,3,6,7,0,0,0,0,3,0,0
2,6,1,7,2,1,1,28.0,0,2,1,0,0,439,400,3,2,2,5,4,0,0,0,0,3,0,2
2,6,1,1,1,1,1,67.0,0,1,0,0,0,440,400,3,2,3,6,8,0,0,0,3,3,0,1
1,13,1,5,2,1,2,30.0,1,1,0,0,0,441,400,3,2,1,3,4,0,0,0,2,3,0,1
1,6,1,6,2,1,2,16.5,1,1,0,5,0,442,400,3,2,3,7,0,0,0,0,3,2,1,1
1,2,1,1,2,0,2,50.0,1,1,0,0,0,443,400,3,2,1,5,6,0,0,0,2,3,0,1
3,9,1,7,1,1,2,29.0,1,0,0,4,0,444,400,3,2,3,4,4,0,0,0,3,3,0,0
3,17,1,2,1,1,2,39.0,0,2,1,0,0,445,400,3,2,3,5,5,0,0,0,0,3,0,2
4,13,1,1,1,0,1,47.0,1,1,0,1,0,446,400,3,2,1,5,6,0,0,0,2,3,0,1
4,6,1,2,5,1,2,21.0,1,2,1,0,0,447,400,3,2,0,3,3,0,0,0,3,3,0,2
4,17,1,5,4,0,2,34.0,0,2,1,0,0,448,400,3,2,2,4,4,0,0,0,1,3,0,2
1,17,1,5,1,1,1,32.0,0,0,0,0,0,449,400,3,2,3,4,4,0,0,0,3,3,0,0
2,6,0,7,2,0,2,31.0,0,0,0,4,1,450,400,3,2,0,3,4,0,0,0,3,3,0,0
1,13,1,1,2,1,1,29.0,0,2,1,0,0,451,400,3,2,1,5,4,0,0,0,1,3,0,2
5,9,1,7,1,0,2,32.0,1,0,0,0,0,452,400,3,2,3,4,4,0,0,0,1,3,2,0
4,9,1,2,4,1,1,43.0,0,2,1,1,0,453,400,3,2,2,4,5,0,0,0,2,3,0,2
4,2,1,5,4,1,2,60.0,0,2,1,2,0,454,400,3,2,1,6,7,0,0,0,0,3,0,2
4,13,1,5,5,1,1,35.0,0,0,0,1,0,455,400,3,2,1,4,4,0,0,0,3,3,0,0
5,6,1,7,1,1,1,30.0,1,1,0,0,0,456,400,3,2,3,4,4,0,0,0,3,0,0,1
5,13,1,7,1,1,1,42.0,0,0,0,0,0,457,400,3,2,0,6,5,0,0,0,3,3,0,0
2,17,1,2,4,1,1,38.0,1,1,0,0,0,458,400,3,2,2,5,5,0,0,0,3,3,0,1
5,17,1,7,1,1,1,46.0,0,1,0,0,0,459,400,3,2,2,6,6,0,0,0,2,3,0,1
4,9,1,6,5,1,1,28.0,0,1,0,0,0,460,500,3,2,2,4,4,0,0,0,1,1,0,1
4,6,1,2,4,0,1,73.0,0,0,0,0,0,461,400,3,2,3,6,8,0,0,0,2,3,0,0
1,17,1,6,2,0,1,25.0,1,1,0,0,0,462,400,3,2,3,0,3,0,0,0,2,3,0,1
3,0,1,7,4,1,1,39.0,0,2,1,2,0,463,400,3,2,2,5,5,0,0,0,3,2,1,2
2,18,1,1,2,1,2,47.0,0,2,1,2,0,464,400,3,2,1,6,6,0,0,0,2,3,0,2
5,17,0,7,1,1,2,25.0,1,1,0,0,0,465,400,3,2,0,3,3,0,0,0,3,3,0,1
4,6,1,2,4,0,2,29.0,1,0,0,0,0,466,400,3,2,3,4,4,0,0,0,3,3,0,0
5,9,1,6,3,1,2,37.0,0,2,1,0,0,467,400,3,2,1,5,5,0,0,0,1,3,0,2
1,6,1,6,2,1,1,52.0,0,1,0,0,0,468,400,3,2,3,6,6,0,0,0,3,3,0,1
1,0,1,2,2,1,1,26.0,0,0,0,5,0,469,400,3,2,1,5,4,0,0,0,0,3,0,0
2,5,1,1,2,1,1,64.0,0,0,0,4,0,470,400,3,2,1,5,7,0,0,0,0,3,0,0
1,9,1,7,3,1,2,28.0,0,2,1,0,0,471,400,3,2,2,4,4,0,0,0,0,3,0,2
2,13,1,5,2,1,1,50.0,0,2,1,0,0,472,400,3,2,1,6,6,0,0,0,2,3,0,2
4,2,1,2,2,1,1,52.0,0,6,2,5,0,473,400,3,2,1,6,6,0,0,0,2,3,0,0
4,17,1,1,3,1,2,30.0,0,0,0,0,0,474,400,3,2,1,3,4,0,0,0,1,3,0,0
3,9,1,1,4,1,1,41.0,0,2,1,1,0,475,400,3,2,1,5,5,0,0,0,3,3,0,2
5,5,1,6,2,1,1,51.0,1,1,0,2,0,476,400,3,2,1,6,6,0,0,0,3,3,0,1
1,13,1,7,2,1,2,22.0,1,1,0,0,0,477,400,3,2,1,3,3,0,0,0,3,3,0,1
5,5,1,5,4,1,1,37.0,1,0,0,2,0,478,400,3,2,1,5,5,0,0,0,3,3,0,0
3,9,1,6,3,1,1,57.0,0,2,1,1,0,479,400,3,2,2,6,7,0,0,0,3,3,0,2
3,13,1,5,3,1,1,33.0,0,1,0,1,0,480,400,3,2,1,5,4,0,0,0,2,3,0,1
4,13,0,7,1,1,1,55.0,0,1,0,1,0,481,400,3,2,1,6,6,0,0,0,3,3,0,1
3,18,1,6,3,0,1,51.0,0,1,0,2,0,482,400,3,2,0,6,6,0,0,0,3,3,0,1
2,13,1,6,3,1,1,27.0,1,0,0,1,0,483,400,3,2,3,3,4,0,0,0,3,3,0,0
4,2,1,7,2,1,2,27.0,1,2,1,1,0,484,400,3,2,3,4,4,0,0,0,2,2,1,2
5,13,1,7,1,1,1,30.0,1,1,0,0,0,485,400,3,2,3,4,4,0,0,0,3,3,0,1
5,2,0,2,1,1,1,37.0,1,0,0,2,0,486,400,3,2,1,6,5,0,0,0,0,3,0,0
4,13,1,1,3,1,1,53.0,0,0,0,4,0,487,400,3,2,0,6,6,0,0,0,3,3,0,0
1,17,0,6,2,1,2,23.0,0,1,0,1,0,488,400,3,2,0,4,3,0,0,0,0,3,0,1
